6.311189862762478064e+00,5.649360912352936026e+00,0.000000000000000000e+00
6.245504599910365329e+00,5.954029173858382151e+00,0.000000000000000000e+00
6.038548688692730870e+00,4.257808991590499303e+00,0.000000000000000000e+00
2.780320635677385521e+00,4.403398252907281041e+00,0.000000000000000000e+00
4.709255032283683917e+00,5.582978694312363821e+00,0.000000000000000000e+00
4.745071758424214359e+00,5.111617483467703948e+00,0.000000000000000000e+00
5.293096323836028461e+00,6.380178912080782361e+00,0.000000000000000000e+00
4.625897050590049631e+00,4.353791843495248948e+00,0.000000000000000000e+00
1.262028925834179383e+01,1.192728866564003454e+01,1.000000000000000000e+00
4.191828882146812596e+00,7.347414019823390596e+00,0.000000000000000000e+00
4.170108138665937325e+00,5.144505225391547754e+00,0.000000000000000000e+00
8.065203882084240661e+00,5.985501391586339537e+00,0.000000000000000000e+00
4.625337478011155135e+00,4.815598443859573585e+00,0.000000000000000000e+00
6.572636047258873404e+00,4.361432129684523318e+00,0.000000000000000000e+00
5.504174999082500186e+00,4.016508446631998908e+00,0.000000000000000000e+00
6.813236892712792425e+00,6.333175283727427995e+00,0.000000000000000000e+00
3.466712895197316069e+00,5.623043204004594564e+00,0.000000000000000000e+00
7.081691225355645436e+00,5.594387842071474104e+00,0.000000000000000000e+00
3.674500796963128035e+00,4.397756976372475535e+00,0.000000000000000000e+00
6.270673054463343554e+00,5.369560266216672595e+00,0.000000000000000000e+00
6.049856867296391272e+00,5.500899926671107387e+00,0.000000000000000000e+00
5.208886852304421389e+00,5.079393647127333544e+00,0.000000000000000000e+00
3.775677777699911530e+00,3.804801060935022683e+00,0.000000000000000000e+00
4.945654869386467922e+00,4.331169678032677162e+00,0.000000000000000000e+00
4.717675680991924914e+00,5.817098166163243711e+00,0.000000000000000000e+00
4.967297208020445609e+00,6.590749734434499629e+00,0.000000000000000000e+00
4.914567995300958003e+00,5.061465210850108143e+00,0.000000000000000000e+00
6.231658927030392370e+00,5.434511624855517198e+00,0.000000000000000000e+00
4.079782414149766723e+00,6.665939975730958089e+00,0.000000000000000000e+00
5.317095019143049051e+00,6.396248425356159117e+00,0.000000000000000000e+00
4.934502193625343480e+00,5.976031383438114908e+00,0.000000000000000000e+00
3.895261470139012694e+00,6.958714749675993794e+00,0.000000000000000000e+00
6.721384959459198782e+00,5.307158171456035411e+00,0.000000000000000000e+00
